sales_key,order_id,order_item_id,customer_key,product_key,seller_key,order_date_key,delivery_date_key,price,freight_value,total_item_value,payment_value,payment_type,payment_installments,delivery_days,is_late_delivery,order_status,batch_id,created_at
3691,2dab8f6066f5478ca09f535a3a23d719,1,425,175,80,20200415,,1322.29,8.81,1331.1,1167.85,boleto,1.0,,False,shipped,FULL_RUN,2026-07-17 07:12:14.994312
3692,07514365c9a44e258cc9ee6a6792ab3f,1,785,115,80,20180706,20180721.0,557.96,44.69,602.65,684.65,credit_card,9.0,15.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3693,cfe53d96f66c4c62adaab224feaa56cf,1,920,184,31,20190330,20190425.0,1143.38,28.87,1172.25,,,,26.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3694,a8c2a9ecde0b4fe79ab2380b88d6cdcf,1,234,115,22,20200827,20200906.0,50.79,59.66,110.45,,,,10.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3695,ae2414c3746d4eb2828bdff49aeafac6,1,670,316,3,20240912,20240916.0,1932.97,40.18,1973.15,756.95,debit_card,1.0,4.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3696,323b10f461694930b523a2566707e954,1,111,499,35,20180508,,324.99,58.41,383.4,,,,,False,processing,FULL_RUN,2026-07-17 07:12:14.994312
3697,f59ad2db6e9a40d7b0255bb4bcaa4336,1,50,211,29,20231123,20231226.0,975.08,12.28,987.36,17180.05,debit_card,1.0,33.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3698,5c74459b856e423bb6d170942b8774e7,1,888,470,29,20241109,20241120.0,921.72,19.07,940.79,,,,11.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3699,a5706211bdbc42dfa60c58738c5b296b,1,678,225,75,20170308,,219.24,26.16,245.4,,,,,False,shipped,FULL_RUN,2026-07-17 07:12:14.994312
3700,59e243df932848d289b5d738508c1d42,1,238,121,13,20190304,,1201.43,40.51,1241.94,,,,,False,canceled,FULL_RUN,2026-07-17 07:12:14.994312
3701,4456a15521694fc3ab7a49c8c9796343,1,823,14,70,20220215,20220218.0,772.03,62.66,834.69,,,,3.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3702,82ef7f69f7db41f7988edf175c207ca8,1,130,226,68,20190101,20190209.0,547.09,88.54,635.63,1572.2,boleto,1.0,39.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3703,82f937ca6db44c26bac6f56bec2c1c0a,1,127,201,57,20240713,,647.55,51.41,698.96,3630.4,credit_card,3.0,,False,invoiced,FULL_RUN,2026-07-17 07:12:14.994312
3704,3a15e8d71d6c44b985ba2c612fb97391,1,337,308,90,20170209,20170212.0,414.91,17.02,431.93,21245.65,credit_card,11.0,3.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3705,bcba28fff10d49319d2f2f4e43ad9a42,1,494,114,41,20240901,20240907.0,758.44,79.44,837.88,,,,6.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3706,634fe69e979f4746a8e9cb72159e8ec7,1,958,461,30,20211105,20211215.0,813.18,27.13,840.31,11849.4,debit_card,1.0,40.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3707,90db4b10f7ff46ef89065a270aebc085,1,560,352,73,20200421,,1202.87,48.56,1251.43,,,,,False,invoiced,FULL_RUN,2026-07-17 07:12:14.994312
3708,4859bb20b0ce4b40830eba0601ea56e2,1,901,410,3,20211203,,1292.73,9.28,1302.01,14400.95,credit_card,9.0,,False,invoiced,FULL_RUN,2026-07-17 07:12:14.994312
3709,08f3ba4b00c54477a720b7f8699ae551,1,584,253,56,20190211,20190221.0,1145.45,37.87,1183.32,4337.15,voucher,1.0,10.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3710,49ccf4c205794d9c9d0953827dc02407,1,230,133,45,20200325,20200428.0,893.43,44.14,937.57,1723.35,debit_card,1.0,34.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3711,629f5893671a42c39a2ef18077470696,1,115,307,68,20171112,20171125.0,442.18,59.79,501.97,,,,13.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3712,cfe80dce5e914e90a278dac0aa14621b,1,850,50,79,20180709,20180814.0,461.02,71.59,532.61,16520.3,credit_card,7.0,36.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3713,4f2e68727e824a7f8dff495bed791a7b,1,398,478,33,20170822,,1107.88,27.29,1135.17,16607.1,boleto,1.0,,False,invoiced,FULL_RUN,2026-07-17 07:12:14.994312
3714,656707599b4c49b08b1bd2996ec8c01b,1,131,145,24,20180421,,302.31,16.74,319.05,12566.7,boleto,1.0,,False,processing,FULL_RUN,2026-07-17 07:12:14.994312
3715,ded2ca09ec014216852d2c358c086fea,1,677,121,12,20190204,20190311.0,821.88,19.16,841.04,9606.45,voucher,1.0,35.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3716,c77d27e2925c4d4cac3f3b78bb204d34,1,349,447,95,20190209,,109.03,66.5,175.53,,,,,False,canceled,FULL_RUN,2026-07-17 07:12:14.994312
3717,e6acba31bcfd4f1587b4e7c6fc0ada42,1,125,459,22,20230121,20230227.0,580.04,48.61,628.65,1528.65,debit_card,1.0,37.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3718,ac73c023305947d19c8afa8e9e58647e,1,754,365,10,20180730,20180809.0,39.28,96.25,135.53,6626.45,credit_card,7.0,10.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3719,48687dc6b3054bc99a0b277cb0a6e570,1,990,94,69,20230903,20231012.0,1546.81,29.1,1575.91,4728.5,credit_card,12.0,39.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3720,aebb60713ccb415db113f074b244524b,1,385,371,23,20180507,20180617.0,1559.22,56.68,1615.9,5479.3,debit_card,1.0,41.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3721,98f260d2cb2f4511b2da3aa1f1113866,1,222,7,42,20220608,20220708.0,1069.65,21.12,1090.77,14171.2,credit_card,6.0,30.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3722,ce03c5f73c244488a5dccc70df683312,1,604,13,65,20220504,20220513.0,347.73,29.42,377.15,16830.45,voucher,1.0,9.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3723,bf71a0cf31084ef5938351067de73841,1,749,27,61,20220426,20220506.0,1790.2,41.2,1831.4,3906.05,voucher,1.0,10.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3724,55e4abd9d4de4b53989cb1ba479014a7,1,606,428,48,20210814,20210918.0,1693.84,26.47,1720.31,,,,35.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3725,a4d8428bc16e43e19662532d38a4dbba,1,935,92,91,20241024,,1567.4,47.85,1615.25,,,,,False,shipped,FULL_RUN,2026-07-17 07:12:14.994312
3726,d2269676f9bc4a5eb48e7b102ac696e6,1,926,387,6,20230703,20230814.0,1428.29,18.72,1447.01,18789.45,voucher,1.0,42.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3727,be1b7fc1047c43eba7e4ca9e46eb10f8,1,724,279,93,20240630,,982.46,76.16,1058.62,11261.55,voucher,1.0,,False,invoiced,FULL_RUN,2026-07-17 07:12:14.994312
3728,b5696c07abc7426b97cb890ccc13cdc7,1,80,483,67,20180524,20180622.0,1778.14,48.26,1826.4,,,,29.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3729,570cf341847a4b63aadc2e16206045b2,1,245,384,52,20191023,20191101.0,1573.84,59.01,1632.85,13317.85,voucher,1.0,9.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3730,b8847cc97f3841da8c95818b6419e42b,1,1000,259,64,20200626,20200708.0,506.6,93.88,600.48,20419.7,debit_card,1.0,12.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3731,cea945b09fc14e7790e9614d9e0c51f6,1,64,191,39,20181026,20181115.0,1610.65,23.07,1633.72,,,,20.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3732,713bc18084844a6c9b28852e09800e2c,1,858,156,48,20171212,20180122.0,1210.77,43.0,1253.77,16961.85,voucher,1.0,41.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3733,33eae6d69dda464b934883a54be503d3,1,648,303,98,20230602,20230705.0,1278.72,17.28,1296.0,15519.1,voucher,1.0,33.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3734,c57151daa6a84056be443fe86fdb2e1c,1,292,128,19,20210723,20210813.0,283.99,79.99,363.98,20278.05,credit_card,8.0,21.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3735,f60786ea9402485fa67cf7a6544a1b0f,1,273,251,52,20210831,20210907.0,1801.5,90.66,1892.16,9277.7,voucher,1.0,7.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3736,205b5e19b69a46f4ab10cc812d363632,1,125,240,17,20170217,20170227.0,1427.22,39.04,1466.26,799.0,debit_card,1.0,10.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3737,e747fe0cbe3b449088ab8e4e7ef61608,1,141,460,82,20190925,20191004.0,1919.44,26.8,1946.24,4324.6,boleto,1.0,9.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3738,34bb956d727a4cfe8cbc7fe25504c485,1,98,241,50,20230816,20230826.0,207.06,39.28,246.34,,,,10.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3739,85789dad1f734ecfa835b2b92ab728d3,1,93,153,46,20200721,20200806.0,1308.6,45.04,1353.64,23793.6,voucher,1.0,16.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3740,9af60fcc5d1b49e4b9f24ca5707508c2,1,953,434,62,20200908,20201006.0,1027.56,49.28,1076.84,24938.45,credit_card,10.0,28.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3741,e32440ee00934d8698bcdbd6d2f1debe,1,787,87,2,20230630,20230706.0,708.2,21.77,729.97,2774.8,boleto,1.0,6.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3742,fa11a78c14a646af813dc56867111f0e,1,113,33,4,20170806,20170913.0,296.15,71.98,368.13,7949.15,boleto,1.0,38.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3743,15b47d5720eb410397af83373ddf4faa,1,259,232,52,20180217,,441.29,53.55,494.84,,,,,False,invoiced,FULL_RUN,2026-07-17 07:12:14.994312
3744,9849b10ba4fa4006b670f13ec307dbcb,1,805,170,37,20180220,20180330.0,1598.03,47.65,1645.68,2803.7,voucher,1.0,38.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3745,6b829370b8f14a4ba47a7376fc2f31c9,1,406,496,20,20220824,,1458.69,57.94,1516.63,1061.9,credit_card,1.0,,False,shipped,FULL_RUN,2026-07-17 07:12:14.994312
3746,047fd156a39748d597b1d2129d30baf1,1,137,228,94,20221223,,1650.3,35.02,1685.32,15574.4,debit_card,1.0,,False,shipped,FULL_RUN,2026-07-17 07:12:14.994312
3747,8d16121a9f1f45078877fd151311e2b9,1,327,469,26,20200314,,1272.23,16.96,1289.19,14764.1,boleto,1.0,,False,invoiced,FULL_RUN,2026-07-17 07:12:14.994312
3748,393d0e541aaf4309a78ff8d1946df5a0,1,570,24,6,20180226,20180308.0,1235.66,29.75,1265.41,6164.25,debit_card,1.0,10.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3749,4caa4072e33741d8ada1f5a2d2aebaa3,1,975,292,25,20211023,20211122.0,29.17,15.9,45.07,20295.0,credit_card,12.0,30.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3750,1a8db4723b5a44d5ba61f50fbf69e3ac,1,194,86,5,20200305,,1980.9,23.43,2004.33,10956.3,voucher,1.0,,False,unavailable,FULL_RUN,2026-07-17 07:12:14.994312
3751,60d5db8c6c8d4f0492b56cee4ecb6491,1,505,242,22,20230417,,1455.84,79.34,1535.18,,,,,False,created,FULL_RUN,2026-07-17 07:12:14.994312
3752,f2d7e71cbcee41b6b786e540c44bec5d,1,969,238,44,20230512,20230516.0,1346.86,14.08,1360.94,,,,4.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3753,a72d4210e72f4b438f7cc7b3fcf23bb3,1,599,490,34,20180602,20180614.0,1457.2,39.1,1496.3,18159.4,boleto,1.0,12.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3754,aff8e5ff1d2c4b4c8b2977767c2cf5ab,1,698,350,92,20190905,,1331.56,54.09,1385.65,6390.45,credit_card,7.0,,False,invoiced,FULL_RUN,2026-07-17 07:12:14.994312
3755,8a213a7674434708acdd80679e0be1ea,1,122,399,32,20190805,20190816.0,1042.5,30.06,1072.56,,,,11.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3756,6ec7e9e0ae3d4737be3fe02b58af550f,1,98,171,66,20180112,,1630.79,45.09,1675.88,16034.85,credit_card,5.0,,False,shipped,FULL_RUN,2026-07-17 07:12:14.994312
3757,c9a70e66ae384510addd583fe3b36a51,1,126,29,76,20240404,20240429.0,1000.25,73.25,1073.5,20281.35,voucher,1.0,25.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3758,dc554717d3164f9dba271c3ce4894328,1,103,240,20,20200813,20200823.0,1689.75,24.24,1713.99,12758.4,credit_card,2.0,10.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3759,02250de5759e49db82e2e708666c469b,1,353,214,96,20191105,,201.7,55.59,257.29,22578.35,credit_card,11.0,,False,canceled,FULL_RUN,2026-07-17 07:12:14.994312
3760,b96de863bf6148508e9a9bc35a7ea211,1,703,397,41,20171009,20171108.0,964.94,93.06,1058.0,,,,30.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3761,c81dda464df64a88bc8709a497ca120c,1,524,63,40,20231029,20231130.0,948.98,5.97,954.95,24651.3,voucher,1.0,32.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3762,aa5ca8a97a904972b741b9a67db3ffff,1,907,302,28,20210726,20210910.0,975.61,99.79,1075.4,22269.25,boleto,1.0,46.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3763,f87ef3e24e0a42098fefb7e86a57601d,1,657,313,22,20241024,20241206.0,863.06,25.81,888.87,24918.8,voucher,1.0,43.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3764,fc643cfa9b5041eba6bd5e42654c2df5,1,996,437,11,20220319,20220410.0,322.59,34.73,357.32,16812.5,credit_card,10.0,22.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3765,9cf1e095b9194e519181e8d3d5b7c83e,1,923,79,70,20180607,20180613.0,168.78,80.23,249.01,16954.4,voucher,1.0,6.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3766,bad282e44657456691576d3d97c11e32,1,522,414,90,20191112,,987.83,11.95,999.78,4139.1,boleto,1.0,,False,shipped,FULL_RUN,2026-07-17 07:12:14.994312
3767,3438d17741b1420f98102c0b07715b43,1,950,93,5,20200603,20200625.0,308.02,7.98,316.0,19136.35,boleto,1.0,22.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3768,fe446ab96f804544bcf410f2e17f9114,1,568,352,90,20240407,,586.39,84.83,671.22,,,,,False,shipped,FULL_RUN,2026-07-17 07:12:14.994312
3769,4c9698ec11cd41e59c8447abf55c6423,1,633,458,40,20200422,20200521.0,1333.79,11.49,1345.28,23489.15,voucher,1.0,29.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3770,93212991625f46888c944c1a67d47c3d,1,695,23,79,20180103,20180125.0,204.44,99.64,304.08,7808.25,debit_card,1.0,22.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3771,113baca3e8e949d1b2ecbffb2fe0c93b,1,811,460,51,20220804,20220906.0,1643.75,21.65,1665.4,,,,33.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3772,2feb36633c3842cda7e45871e083f8aa,1,479,152,79,20200410,20200511.0,1986.99,13.43,2000.42,,,,31.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3773,ead7fa34216847a094aae4644f19f171,1,73,73,9,20210723,20210826.0,1054.54,83.68,1138.22,1845.45,voucher,1.0,34.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3774,e9af29c8a8ec4be7b272d916263b9e8f,1,667,398,90,20190613,20190630.0,1214.3,28.22,1242.52,6948.9,boleto,1.0,17.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3775,585b0abe22f042dfb7dba5254f0cc605,1,460,148,5,20230415,,196.76,61.83,258.59,13665.85,voucher,1.0,,False,invoiced,FULL_RUN,2026-07-17 07:12:14.994312
3776,4255ee90f67c4646bb24256852893bc0,1,619,245,58,20241216,20250119.0,1705.05,67.51,1772.56,4490.65,boleto,1.0,34.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3777,a5e6f2c9c0154ab58f217e5690e76565,1,667,362,52,20231212,,1903.65,32.72,1936.37,,,,,False,canceled,FULL_RUN,2026-07-17 07:12:14.994312
3778,343708d4e33a4476964ce9426d4eddad,1,340,161,86,20200327,20200413.0,1614.9,25.81,1640.71,,,,17.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3779,1b2a00c105c74d00b039b24ca53cf324,1,770,82,5,20170805,20170911.0,425.04,47.74,472.78,,,,37.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3780,aee562db6dff446fa87257544139f2fd,1,33,58,58,20200616,20200710.0,122.2,87.89,210.09,22298.85,debit_card,1.0,24.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3781,8cd6f196d6ae4031b4bc3c562a0ae4f6,1,29,212,16,20200527,,1160.64,72.71,1233.35,11216.45,voucher,1.0,,False,unavailable,FULL_RUN,2026-07-17 07:12:14.994312
3782,52f02688f3e3440aa709c6c0a04cea72,1,918,374,76,20201207,,1290.4,94.43,1384.83,4519.6,debit_card,1.0,,False,shipped,FULL_RUN,2026-07-17 07:12:14.994312
3783,b764d5301ebb485db609366326f843ba,1,488,28,5,20171008,20171023.0,317.28,21.57,338.85,14169.3,debit_card,1.0,15.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3784,a61e3aaba5804d4cb1fff9ae2a85ae50,1,267,417,64,20241214,20250102.0,1706.87,27.46,1734.33,585.3,voucher,1.0,19.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3785,83f9a7a490394148a5ba409194bd4051,1,528,442,42,20220425,20220501.0,1318.37,41.56,1359.93,,,,6.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3786,b27bafc4b0e14b75a350576c63cc025b,1,64,359,24,20211010,20211019.0,1916.34,75.9,1992.24,11753.15,credit_card,2.0,9.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3787,e1211c87490845578c056c1b6ea8a97a,1,500,215,12,20241112,20241122.0,1739.0,18.93,1757.93,17292.9,credit_card,8.0,10.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3788,06f39080a96d4200997b769c63ab64c9,1,321,453,18,20171223,20180121.0,1751.66,35.45,1787.11,15229.3,voucher,1.0,29.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3789,8f152b31ca114a2c8760af20f9a58f08,1,733,465,26,20200212,20200309.0,1028.0,51.05,1079.05,5647.55,credit_card,6.0,26.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3790,cc4a792ab2c143d69c7f33d94960ce2a,1,968,324,47,20220915,20221026.0,365.12,6.73,371.85,,,,41.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3791,5aefdbca97394e5281384fbc5529b21a,1,768,4,14,20210122,20210223.0,689.21,62.64,751.85,2175.7,credit_card,1.0,32.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3792,971e8d89d9064834bcda2834582698cf,1,399,111,19,20181201,,1544.28,97.02,1641.3,4973.75,debit_card,1.0,,False,invoiced,FULL_RUN,2026-07-17 07:12:14.994312
3793,7afeb6b33913414f8799665cc9b1252f,1,521,260,36,20230912,20231001.0,1362.31,86.2,1448.51,14911.7,credit_card,8.0,19.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3794,8c66b9682030430e9d61b6ac4346de00,1,315,314,79,20220522,20220623.0,784.43,54.29,838.72,1087.6,debit_card,1.0,32.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3795,fdbe2c1590e04df491c301046102949a,1,939,23,59,20180412,,872.7,95.13,967.83,2830.9,debit_card,1.0,,False,shipped,FULL_RUN,2026-07-17 07:12:14.994312
3796,399db4facf0e4296b011cb75ce6a6869,1,212,387,59,20200804,20200820.0,1439.62,56.07,1495.69,6655.2,debit_card,1.0,16.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3797,3dc3515287b84de9af8c91340834231a,1,932,322,9,20230605,20230705.0,572.55,4.74,577.29,2798.85,debit_card,1.0,30.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3798,8827bb8b842f4d96bfb73b6db98c9e60,1,840,469,78,20190510,20190520.0,1659.96,43.47,1703.43,,,,10.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3799,76d3897a4d9c41e5b794873d33fab56f,1,220,117,58,20241227,20250126.0,465.74,33.57,499.31,20393.5,boleto,1.0,30.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3800,bb1c6d9831b94bf99909e57445cbe20e,1,366,419,30,20220721,,604.06,66.25,670.31,13231.6,debit_card,1.0,,False,unavailable,FULL_RUN,2026-07-17 07:12:14.994312
3801,f93b7df01c7a40f59041c70a33745f94,1,746,5,68,20190828,,1809.24,27.65,1836.89,15383.8,boleto,1.0,,False,created,FULL_RUN,2026-07-17 07:12:14.994312
3802,02f6a45181424ff381974f6032d23058,1,999,412,36,20191017,,862.87,95.99,958.86,16514.4,debit_card,1.0,,False,shipped,FULL_RUN,2026-07-17 07:12:14.994312
3803,0047806db16342d5b7b75f2d6b960fc2,1,436,11,65,20201003,20201018.0,1629.78,56.01,1685.79,,,,15.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3804,16c2a2fcc74648ca804443bdf203cd87,1,741,404,40,20171101,20171114.0,1905.43,80.08,1985.51,13272.5,voucher,1.0,13.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3805,b9d727285a4d45da9683241f798d3c12,1,785,105,2,20220731,20220803.0,1452.81,20.19,1473.0,,,,3.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3806,19e6fd0e2aba41f8971070837a238525,1,603,485,62,20190903,,861.85,34.89,896.74,2415.1,voucher,1.0,,False,invoiced,FULL_RUN,2026-07-17 07:12:14.994312
3807,c70ef568353c44de9f9c64842fde4a09,1,784,135,22,20200822,,203.42,93.31,296.73,602.4,credit_card,3.0,,False,unavailable,FULL_RUN,2026-07-17 07:12:14.994312
3808,c3e688ddcf934b0cbc2674753433d2af,1,949,464,55,20220903,20221002.0,588.17,27.94,616.11,,,,29.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3809,b9985749e96f4ad4a811697402869e94,1,997,478,37,20200229,20200406.0,1459.68,38.06,1497.74,,,,37.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3810,de873b452a4c4118a3d352f34603d19e,1,912,38,10,20240217,20240221.0,1995.78,70.08,2065.86,,,,4.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3811,04f4f75d67b543a0ba64fbd20919c64a,1,876,489,31,20231110,20231219.0,1747.08,85.74,1832.82,4542.05,voucher,1.0,39.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3812,ea5f329375824a83ab9cbf55751d7eff,1,51,495,23,20231008,20231101.0,1558.44,80.06,1638.5,22981.8,boleto,1.0,24.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3813,10d476a5bfa542bcb849c8bf9a2a24fb,1,15,393,100,20231128,20231218.0,1530.98,35.74,1566.72,16450.15,credit_card,8.0,20.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3814,ddf3f3269f004b4eab7427ea33003ec3,1,342,315,36,20200229,20200307.0,933.27,14.84,948.11,5814.35,boleto,1.0,7.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3815,1cf70854ca874913887ae8194b319713,1,182,93,50,20190715,20190804.0,171.12,79.53,250.65,19755.95,debit_card,1.0,20.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3816,f6c9fe42077d4fe8993216b76e1d808e,1,826,86,19,20240826,20240905.0,1939.0,77.35,2016.35,20822.85,boleto,1.0,10.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3817,e11d9b664310447f944cf322cf8b4a83,1,32,102,62,20240412,20240420.0,324.88,82.08,406.96,,,,8.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3818,997ed8327a7349689d459dc8af9a4d27,1,930,437,50,20210622,20210723.0,1515.84,37.08,1552.92,2981.0,boleto,1.0,31.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3819,6d8f145368894dedb2185c7411a8855e,1,855,398,52,20241015,20241113.0,1514.73,13.05,1527.78,24012.0,boleto,1.0,29.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3820,daef6c63be1b4405b88752af192a1785,1,151,397,76,20210715,20210820.0,339.21,63.24,402.45,6525.95,debit_card,1.0,36.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3821,fe19e48a74c4462bafdee3f9ca48f7c7,1,24,119,85,20200818,20200923.0,1396.22,97.69,1493.91,15209.25,credit_card,10.0,36.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3822,8af48b750be34b648f8de4b3128796a1,1,846,237,50,20171203,20171220.0,1826.2,50.95,1877.15,20771.15,credit_card,4.0,17.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3823,e4734ee0b1e94d068904b136d11e4049,1,318,21,58,20170703,20170806.0,1286.84,22.31,1309.15,,,,34.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3824,32e1fa72c32b4f6385032f3e3c68c1d7,1,897,497,41,20230214,20230313.0,680.76,75.72,756.48,,,,27.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3825,b49a5feac25f4ff5adf9ef78a94f9fc3,1,585,305,67,20240905,20241017.0,929.65,16.01,945.66,,,,42.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3826,a7b13896675b43c8a84b89457ac68fe2,1,97,255,71,20230220,,1533.42,60.51,1593.93,16411.55,boleto,1.0,,False,canceled,FULL_RUN,2026-07-17 07:12:14.994312
3827,74006c32126849c2ad637ee908ddd68b,1,823,416,5,20210718,20210801.0,1453.18,36.05,1489.23,15836.5,debit_card,1.0,14.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3828,794e77a4a1af4d8eab443cf2f0da5842,1,791,276,55,20201225,20210121.0,1671.28,33.76,1705.04,16870.55,boleto,1.0,27.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3829,6eecb5426c6347408a99facaef28a4b6,1,669,341,18,20241223,20250122.0,82.68,13.34,96.02,24567.55,credit_card,9.0,30.0,False,delivered,FULL_RUN,2026-07-17 07:12:14.994312
3830,56a53d6fa28b448bbbd1c0349740210c,1,475,146,44,20240808,,520.27,39.82,560.09,8987.8,voucher,1.0,,False,processing,FULL_RUN,2026-07-17 07:12:14.994312
3831,59bb2ae373d448309e412005ae8c4860,1,761,189,10,20240229,20240405.0,827.0,10.22,837.22,15948.15,boleto,1.0,36.0,True,delivered,FULL_RUN,2026-07-17 07:12:14.994312
